exchange_nr,source,company,means_of_exchange,ship_captain,orig_date_src,orig_yr,orig_date,orig_exact_date_yn,orig_loc_port_arch,orig_loc_region_arch,orig_loc_port_modern,orig_loc_region_modern,orig_loc_lat,orig_loc_long,dest_date_src,dest_yr,dest_date,dest_exact_date_yn,dest_loc_port_arch,dest_loc_region_arch,dest_loc_port,dest_loc_region,dest_loc_lat,dest_loc_long,textile_quantity,textile_unit,els_per_ps,supplier,textile_category,textile_subcategory,textile_name,textile_modifier_fulltext,textile_color_arch,textile_color_inf,textile_pattern_arch,textile_process_arch,textile_fiber_arch,textile_geography_arch,textile_quality_arch,textile_other_unknown_arch,textile_quality_inferred,ship_doc_total_arch,shipment_total_value,shipment_currency,total_value_guldens,total_value_stuivers,total_value_penningen,total_value_currency,total_value_other,ps_value_gulden,ps_value_stuivers,ps_value_penningen,ps_value_currency,additional_text_from_doc,notes_other,headerexplanations,httpsdocsgooglecomdocumentd1wnak,total_value_dutch_gulders
1000097,WIC_1.05.01.02_1304_214-217,WIC,Duijnbeek,Andries Walle,arch,1722,1722-03-03,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA","NA",Shipwrecked,"NA","NA",Angola,"NA",Luanda,Angola,"NA","NA",102.00,ps,16,Compagnie Packhuys,"NA","NA",chintz,Schitsen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","37000,0,0","71000,0,0",guilders,683,8,0,guilders,"NA",6,14,0,guilders,"NA",Price per piece,"NA","NA",683.4
1000206,WIC_1.05.01.02_1304_361-363,WIC,Geertruijt Galeij,Marten Steencroes,HdH,1723,1723-07-08,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",HdH,1724,1724-06-05,"NA",Arguin,"NA",Arguin,Mauritania,"NA","NA",1.00,ps,"NA",Oostindische Compagnie,"NA","NA",neteldoek,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","21066,11,0","21066,11,0",guilders,20,0,0,guilders,"NA",20,0,0,guilders,Title of entry is: Witte Salemp (Does this mean all 3 entries are Salempores as well? Or did it only list the first entry as the main entry?),Price per piece,HdH 21070,"NA",20
11346,WIC_1.05.01.02_1301_173-176,WIC,Niewenhoven,Pieter Groenstraten,hdh,1720,1720-5-1,y,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1720,"NA","NA",Elmina,"NA",Elmina,Ghana,"NA","NA",300.00,ps,12,Pieter Verschoon,"NA","NA",perpetuanen,"""blauwe""",blue,"NA","NA","NA","NA","NA","NA","NA","NA","48000,0,0","48000,0,0",guilders,930,0,0,guilders,"NA",0,62,0,guilders,"NA","NA","NA","NA",930
11174,WIC_1.05.01.02_1302_229-230,WIC,Sonnesteijn,Hubert van Duikeren,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",1380.00,ps,14,"Simpson en Hinderson, Eelbo en Charon","NA","NA",perpetuanen,"""smalle groene perpetuanenâ€¦met verven en persen""",green,"NA",narrow,verven en persen,"NA","NA","NA","NA","NA","15839,0,0","15839,0,0",guilders,6210,0,0,guilders,"NA",4,10,0,guilders,"NA","NA","NA","NA",6210
11134,WIC_1.05.01.02_1302_220-221,WIC,Vrijhijt,Stoffes Buttes,hdh/jp,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",24.00,ps,1024,Van der Vinne,"NA","NA",atlassen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","27058,2,0","54512,8,0",guilders,614,8,0,guilders,"NA",0,12,0,guilders,"price per el, not piece","NA","NA","NA",614.4
1000283,WIC_1.05.01.02_1299_279-281,WIC,De Stad Amsterdam,Sipke Brouwer,"NA",1718,1718-08-21,y,Noorderkwartier,"NA",Texel,Netherlands,"NA","NA",sv,1719,1719-03-12,"NA",Angola,"NA",Luanda,Angola,"NA","NA",500.00,ps,"NA",Claas ter Leuven,"NA","NA",broulissen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",28269.5.0,28269.5.0,guilders,540,0,0,guilders,"NA",0,54,0,guilders,"NA",Price per piece,"NA",HdH 28270,540
11197,WIC_1.05.01.02_1302_239-241,WIC,Duijnvliet,Cent Rijckx,hdh/js,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Angola,"NA",Luanda,Angola,"NA","NA",13.00,ps,"NA",Pieter Six,"NA","NA",nickanees,"NA","NA","NA","NA","NA","NA","NA","NA",short,"NA","30000,0,0","30000,0,0",guilders,65,0,0,guilders,"NA",5,0,0,guilders,"NA","NA","NA","NA",65
1000185,WIC_1.05.01.02_1304_326-328,WIC,Waartwijk,Stoffel Buttel,HdH,1723,1723-03-28,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",HdH,1725,1725-07-25,"NA",Angola,"NA",Luanda,Angola,"NA","NA",50.00,ps,"NA",Bherms van Gent,"NA","NA",tappseels,Tapsels of Bherms van Gent,"NA","NA","NA","NA","NA","NA","NA","NA","NA","21252,11,8","21252,11,8",guilders,300,0,0,guilders,"NA",6,0,0,guilders,Tapsels of Bherms van Gent [unclear if Bherms belongs to Tapsels or to Gent?],Price per piece,HdH 21250,"NA",300
11058,WIC_1.05.01.02_1303_255-256,WIC,Amsterdam,Laurens Poort,arch,1721,1721-12-21,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1722,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",920.00,ps,14,Simpson,"NA","NA",perpetuanen,"""smalle groene en blauwe perpetuanen met verwen en parssen""",green-blue,"NA",narrow,verven en persen,"NA","NA","NA","NA","NA","43693,2,0","45600, 6, 0",guilders,4140,0,0,guilders,"NA",4,10,0,guilders,"NA","NA","NA","NA",4140
11228,WIC_1.05.01.02_1302_256-258,WIC,Emmenes,Simonse Valk,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Guinea Coast,"NA",Elmina,Ghana,"NA","NA",743.00,ps,12,Simpson en Henderson,"NA","NA",perpetuanen,"""brede blauwe""",blue,"NA",broad,"NA","NA","NA","NA","NA","NA","49037,10,0","78577,4,0",guilders,3183,0,0,guilders,"NA",4,13,0,guilders,"NA","NA","NA","NA",3183
11163,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,Jan Andries,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",50.00,ps,"NA",VOC,"NA","NA",cleeden,"""enkelde ditto""","NA","NA","NA","NA","NA","NA","NA","single, toren","NA","53374,2,0","53374,2,0",guilders,52,10,0,guilders,"NA",0,21,0,guilders,"NA","NA","NA","NA",52.5
1000105,WIC_1.05.01.02_1304_214-217,WIC,Duijnbeek,Andries Walle,arch,1722,1722-03-03,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA","NA",Shipwrecked,"NA","NA",Angola,"NA",Luanda,Angola,"NA","NA",120.00,ps,"NA",VOC,"NA","NA",nickanees,Korte grove nicanese,"NA","NA","NA","NA","NA","NA",coarse,Short,"NA","37000,0,0","71000,0,0",guilders,420,0,0,guilders,"NA",3.5,0,0,guilders,"NA",Price per piece,"NA","NA",420
11196,WIC_1.05.01.02_1302_239-241,WIC,Duijnvliet,Cent Rijckx,hdh/js,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Angola,"NA",Luanda,Angola,"NA","NA",150.00,ps,"NA",Pieter Six,"NA","NA",corroots,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30000,0,0","30000,0,0",guilders,345,0,0,guilders,"NA",0,46,0,guilders,"NA","NA","NA","NA",345
11266,WIC_1.05.01.02_1302_369-371,WIC,Rusthof,Jan Fonsburgh,hdh,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Angola,"NA",Luanda,Angola,"NA","NA",10.00,ps,"NA",Jacobus Sluijter,"NA","NA",annebassen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","48000,0,0","98000,0,0",guilders,7,0,0,guilders,"NA",0,14,0,guilders,"NA","NA","NA","NA",7
1000006,WIC_1.05.01.02_1304_192-195,WIC,Phenix,Jacob Wallee,HdH,1722,1722-10-22,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1723,1723-1-13,"NA",Angola,"NA",Luanda,Angola,"NA","NA",40.00,ps,"NA",Jacob Vanhoorn,"NA","NA",nickanees,Lange nicaneese,"NA","NA","NA","NA","NA","NA","NA",long,"NA","40000,0,0","97000,0,0",guilders,228,0,0,guilders,"NA",5,14,0,guilders,"NA","NA","NA","NA",228
11160,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,Jan Andries,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",90.00,ps,"NA",VOC,"NA","NA",broulissen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","53374,2,0","53374,2,0",guilders,252,14,0,guilders,"NA",0,54,0,guilders,"NA","NA","NA","NA",252.7
2001959,bgb_16178,VOC,Ganzenhoef,"NA",das,1721,1721-06-02,y,Hoorn,Dutch Republic,Hoorn,Netherlands,"NA","NA",doc,1722,1722-02-08,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",1.00,ps,"NA","NA","NA","NA",buideldoek,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA",125439,125439,Indian Guilders,69,0,0,Dutch Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 2460.7,"NA","NA",69
11318,WIC_1.05.01.02_1301_136-138,WIC,Leusden,Jacob Thijl,hdh,1719,1719-12-26,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1720,"NA","NA","Elmina, Angola, and St. Eustatius","NA",Elmina,Ghana,"NA","NA",117.00,ps,"NA",Joost Wellekes,"NA","NA",laken,"""root en blauwe laken""",blue,"NA","NA","NA","NA","NA","NA","NA","NA","27999,19,0","72742,2,0",guilders,438,15,0,guilders,"NA",3.75,0,0,guilders,"NA","NA","NA","NA",438.75
11245,WIC_1.05.01.02_1302_356-359,WIC,Geertruijd Galeij,Benjamin Creeft,hdh,1721,1721-8-15,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina on Guinea Coast,"NA",Elmina,Ghana,"NA","NA",800.00,ps,12,Jacob Benningbroek & de Jonge,"NA","NA",perpetuanen,"""kleene blauwe perpetuanen""",blue,"NA","NA","NA","NA","NA","NA","NA","NA","38435,3,0","38435,3,0",guilders,2880,0,0,guilders,"NA",3,12,0,guilders,"NA","NA","NA","NA",2880
1000146,WIC_1.05.01.02_1304_274-275,WIC,Akredam,Benjamin Kreeft,HdH,1723,1723-01-08,n,Noorderkwartier,"NA",Texel,Netherlands,"NA","NA",sv,1723,1723-03-12,"NA",Elmina and Ardra,"NA",Elmina,Ghana,"NA","NA",80.00,ps,"NA",Kamer Amsterdam,"NA","NA",chintz,roo cnap chitsen,red,"NA","NA","NA","NA","NA",pretty,"NA","NA","35419,5,0","50053,69,0",guilders,800,0,0,guilders,"NA",10,0,0,guilders,"NA",Price per piece,"NA","NA",800
11003,WIC_1.05.01.02_1303_214-216,WIC,Beekestijn,Dirck de Wolff,arch,1721,1721-02-19,y,"NA","NA",Texel,Netherlands,"NA","NA",sv,1721,1721-4-29,y,Elmina,"NA",Elmina,Ghana,"NA","NA",3120.00,ps,"NA",Ter Borch,"NA","NA",annebassen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","34280,5,8","52720,0,0",guilders,2297,6,0,guilders,"NA",0,14.88000011,0,guilders,"NA","NA","NA","NA",2297.3
1000292,WIC_1.05.01.02_1299_289-290,WIC,Akredam,Jacob Thijl,"NA",1718,1718-10-28,n,Stad en Lande,"NA",Texel,Netherlands,"NA","NA",sv,1719,1719-02-19,"NA",Ardra en Suriname,"NA",Ardra,Benin,"NA","NA",600.00,ps,"NA",Jesse van Bunschoten,"NA","NA",napkins,Slefiger servetten,"NA","NA","NA","NA","NA","NA","NA",Slefiger?,"NA",38693.15.0,42240.0.0,guilders,1350,0,0,guilders,"NA",0,45,0,guilders,"NA",Price per piece,"NA",Total value matches with HdH when combined with total cargo document 297-299,1350
11225,WIC_1.05.01.02_1302_256-258,WIC,Emmenes,Simonse Valk,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Guinea Coast,"NA",Elmina,Ghana,"NA","NA",2000.00,ps,14,Simpson en Henderson,"NA","NA",perpetuanen,"""smalle blauwe""",blue,"NA",narrow,"NA","NA","NA","NA","NA","NA","49037,10,0","78577,4,0",guilders,9000,0,0,guilders,"NA",4.5,0,0,guilders,"NA","NA","NA","NA",9000
1000236,WIC_1.05.01.02_1304_377-378,WIC,Leusden,Pieter Ras,HdH,1723,1723-08-20,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",sv,1723,1723-10-15,"NA",Elmina,"NA","NA","NA","NA","NA",30.00,ps,42.2,Van Oud. Laur. Van derVinne,"NA","NA",atlassen,zyde,"NA","NA","NA","NA",Silk,"NA","NA","NA","NA","43753,7,0","73419,2,0",guilders,981,3,0,guilders,"NA",0,15.5,0,guilders,Title entry: Sijde Atlassen en ditto bantjes,1266 el total / price per el,"NA","NA",981.15
1000014,WIC_1.05.01.02_1304_192-195,WIC,Phenix,Jacob Wallee,HdH,1722,1722-10-22,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1723,1723-1-13,"NA",Angola,"NA","NA","NA","NA","NA",1.00,ps,35,Jan Colle,"NA","NA",laken,Blaau,blue,"NA","NA","NA","NA","NA","NA","NA","NA","40000,0,0","97000,0,0",guilders,115,10,0,guilders,"NA","NA",0,11,guilders,"NA",Carrie: 11 penningen? Per el? I cannot figure out the math of this one.,"NA","NA",115.5
11254,WIC_1.05.01.02_1302_356-359,WIC,Geertruijd Galeij,Benjamin Creeft,hdh,1721,1721-8-15,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina on Guinea Coast,"NA",Elmina,Ghana,"NA","NA",20.00,ps,21 and 25,Jacob Groer de Jonge,"NA","NA",chintz,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","38435,3,0","38435,3,0",guilders,190,0,0,guilders,"NA",9.5,0,0,guilders,"NA","NA","NA","NA",190
11242,WIC_1.05.01.02_1302_356-359,WIC,Geertruijd Galeij,Benjamin Creeft,hdh,1721,1721-8-15,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina on Guinea Coast,"NA",Elmina,Ghana,"NA","NA",200.00,ps,"NA",VOC,"NA","NA",nickanees,"""Lange Nicanesen""","NA","NA","NA","NA","NA","NA","NA",long,"NA","38435,3,0","38435,3,0",guilders,1443,15,0,guilders,"NA",6.8800001140000004,0,0,guilders,"NA","NA","NA","NA",1443.75
11006,WIC_1.05.01.02_1303_214-216,WIC,Beekestijn,Dirck de Wolff,arch,1721,1721-02-19,y,"NA","NA",Texel,Netherlands,"NA","NA",sv,1721,1721-4-29,y,Elmina,"NA",Elmina,Ghana,"NA","NA",120.00,ps,"NA",VOC,"NA","NA",guinea-stuffs,Blauw guines,blue,"NA","NA","NA","NA","NA","NA","NA","NA","34280,5,8","52720,0,0",guilders,3182,8,0,guilders,"NA",25.5,0,0,guilders,"NA","Agio; also, I calculated by whole pieces here, which (according to the math, which is slightly off) is 120 pieces. The entry below is more precise (half of 360 is 180). I am not sure why this doc says 242 halves OR 180 whole, as is does in the line item below. Maybe this is just an error?","NA","NA",3182.4
11094,WIC_1.05.01.02_1303_328-331,WIC,Duijnvliet,Pieter Geleijnse,sv/hdh,1722,1722-8-28,y,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1723,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",75.00,ps,"NA",Joseph de Moor,"NA","NA",cleeden,"""groote toren kleeden""","NA","NA","NA","NA","NA","NA","NA","big, tooren","NA","52000,0,0","52000,0,0",guilders,255,0,0,guilders,"NA",0,68,0,guilders,"Historische woordenboek says that this ""apprently"" is a name for a certain cotton cloth. SO, one of the things we need to decide is if we have something labeled as kleeden, is that the primary textile name or is that the modifer?","NA","NA","NA",255
11249,WIC_1.05.01.02_1302_356-359,WIC,Geertruijd Galeij,Benjamin Creeft,hdh,1721,1721-8-15,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina on Guinea Coast,"NA",Elmina,Ghana,"NA","NA",150.00,ps,14,Jacob Benningbroek & de Jonge,"NA","NA",saai,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","38435,3,0","38435,3,0",guilders,870,0,0,guilders,"NA",5,16,0,guilders,"NA","NA","NA","NA",870
2001943,bgb_16175,VOC,Groenswaart,"NA",das,1721,1721-12-15,y,Rotterdam,Dutch Republic,Rotterdam,Netherlands,"NA","NA",doc,1722,1722-07-23,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",x,ps,"NA","NA","NA","NA",poortlaken,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",128263,128263,Indian Guilders,126,0,0,Dutch Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 2473.4,"NA","NA",126
11183,WIC_1.05.01.02_1302_230-231,WIC,Nieuwe Hartloper,Gerrit Jansz,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,n/a,"NA",n,Arguin,"NA",Arguin,Mauritania,"NA","NA",1.00,ps,50,Moses Daniel,"NA","NA",guinea-stuffs,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","24342,18,0","24342,18,0",guilders,18,0,0,guilders,"NA",18,0,0,guilders,"NA","NA","NA","NA",18
2001855,bgb_16140,VOC,Elisabeth,"NA",das,1722,1722-01-13,y,Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",doc,1722,1722-07-11,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",36.00,ps,"NA","NA","NA","NA",everdoek,wit breed,white,"NA","NA","NA","NA","NA","NA",wide,"NA","353552,5","353552,5",Indian Guilders,1416,5,0,Dutch Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 2487.4,"NA","NA",1416.25
11184,WIC_1.05.01.02_1302_230-231,WIC,Nieuwe Hartloper,Gerrit Jansz,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,n/a,"NA",n,Arguin,"NA",Arguin,Mauritania,"NA","NA",2.00,ps,"NA",Moses Daniel,"NA","NA",salempores,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","24342,18,0","24342,18,0",guilders,24,0,0,guilders,"NA",12,0,0,guilders,"NA","NA","NA","NA",24
11248,WIC_1.05.01.02_1302_356-359,WIC,Geertruijd Galeij,Benjamin Creeft,hdh,1721,1721-8-15,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina on Guinea Coast,"NA",Elmina,Ghana,"NA","NA",100.00,ps,12,Jacob Benningbroek & de Jonge,"NA","NA",perpetuanen,"""groote blauwe perpetuanan""",blue,"NA","NA","NA","NA","NA","NA",big,"NA","38435,3,0","38435,3,0",guilders,475,0,0,guilders,"NA",4,15,0,guilders,"NA","NA","NA","NA",475
11097,WIC_1.05.01.02_1303_328-331,WIC,Duijnvliet,Pieter Geleijnse,sv/hdh,1722,1722-8-28,y,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1723,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",148.00,ps,14,Kamer Amsterdam,"NA","NA",perpetuanen,"""groote blauwe perpetuanan""",blue,"NA","NA","NA","NA","NA","NA",groote,"NA","52000,0,0","52000,0,0",guilders,814,0,0,guilders,"NA",5.5,0,0,guilders,"NA","NA","NA","NA",814
1000007,WIC_1.05.01.02_1304_192-195,WIC,Phenix,Jacob Wallee,HdH,1722,1722-10-22,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1723,1723-1-13,"NA",Angola,"NA",Luanda,Angola,"NA","NA",20.00,ps,"NA",Jacob Vanhoorn,"NA","NA",nickanees,Lange nicaneese,"NA","NA","NA","NA","NA","NA","NA",long,"NA","40000,0,0","97000,0,0",guilders,114,0,0,guilders,"NA",5,14,0,guilders,"NA","NA","NA","NA",114
11115,WIC_1.05.01.02_1303_336-337,WIC,Vlissingen,Jacob van Stolk,hdh,1722,1722-11-30,n,"NA","NA",Texel,Netherlands,"NA","NA",est,1723,"NA",n,Arguin,"NA",Arguin,Mauritania,"NA","NA",30.00,ps,"NA",Wharehouse,"NA","NA",guinea-stuffs,"""blauwe guinees""",blue,"NA","NA","NA","NA","NA","NA","NA","NA","14823,1,8","14823,1,8",guilders,292,10,0,guilders,"NA",9.75,0,0,guilders,"NA","NA","NA","NA",292.5
1000027,WIC_1.05.01.02_1304_192-195,WIC,Phenix,Jacob Wallee,HdH,1722,1722-10-22,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1723,1723-1-13,"NA",Angola,"NA",Luanda,Angola,"NA","NA",3.00,ps,22.66,Compagnie Packhuys,"NA","NA",lhymenias,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40000,0,0","97000,0,0",guilders,27,4,0,guilders,"NA","NA",8,0,guilders,"NA",68 el total / price per el,"NA","NA",27.2
11338,WIC_1.05.01.02_1301_163-165,WIC,Adrichem,Pieter Oversluijs,hdh,1720,1720-2-2,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1720,"NA","NA",Elmina and Ardra,"NA",Elmina,Ghana,"NA","NA",43.00,ps,25.5,Jacob van Hoorn,"NA","NA",chintz,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","39000,0,0","39000,0,0",guilders,616,7,0,guilders,"NA",0,11.25,0,guilders,per el,"NA","NA","NA",616.35
1000011,WIC_1.05.01.02_1304_192-195,WIC,Phenix,Jacob Wallee,HdH,1722,1722-10-22,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1723,1723-1-13,"NA",Angola,"NA","NA","NA","NA","NA",7000.00,ps,"NA",Joseph De Moor,"NA","NA",annebassen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40000,0,0","97000,0,0",guilders,4112,10,0,guilders,"NA",0,11.75,0,guilders,"NA","NA","NA","NA",4112.5
1000101,WIC_1.05.01.02_1304_214-217,WIC,Duijnbeek,Andries Walle,arch,1722,1722-03-03,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA","NA",Shipwrecked,"NA","NA",Angola,"NA",Luanda,Angola,"NA","NA",10.00,ps,"NA",Oostindische Compagnie,"NA","NA",guinea-stuffs,halve blaau guinees,blue,"NA","NA","NA","NA","NA","NA",Half (Full see comments),"NA","37000,0,0","71000,0,0",guilders,193,15,0,guilders,"NA",19375,0,0,guilders,"NA",They convert 500 'half' guinea cloth to 250 'full (heele)': 500 ps to 250 ps / the prices are calculate differently for 120 heele + 120 heele + 10 heele / Price per FULL piece,"NA","NA",193.75
11085,WIC_1.05.01.02_1303_300-303,WIC,Sonnesteijn,Marten Rijft,arch,1722,1722-5-28,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1722,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",100.00,ps,"NA",Egbert Buijs,"NA","NA",linen,"""gestreept frans linnen""","NA","NA",striped,"NA","NA",French,"NA","NA","NA","118287, 10, 0","118287, 10, 0",guilders,537,10,0,guilders,"NA",5.3800001140000004,0,0,guilders,"NA","NA","NA","NA",537.5
11264,WIC_1.05.01.02_1302_369-371,WIC,Rusthof,Jan Fonsburgh,hdh,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Angola,"NA",Luanda,Angola,"NA","NA",122.25,ps,"NA",Jacob van Hoorn,"NA","NA",laken,"""blauwe""",blue,"NA","NA","NA","NA","NA","NA","NA","NA","48000,0,0","98000,0,0",guilders,351,9,8,guilders,"NA",2.880000114,0,0,guilders,"NA","NA","NA","NA",351.48333333333335
1000186,WIC_1.05.01.02_1304_326-328,WIC,Waartwijk,Stoffel Buttel,HdH,1723,1723-03-28,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",HdH,1725,1725-07-25,"NA",Angola,"NA",Luanda,Angola,"NA","NA",320.00,ps,"NA",Simpson Eelbove,"NA","NA",perpetuanen,groene & blauwe,green-blue,"NA","NA","NA","NA","NA","NA","NA","NA","21252,11,8","21252,11,8",guilders,1440,0,0,guilders,"NA",4.5,0,0,guilders,"NA",Price per piece,HdH 21250,"NA",1440
1000213,WIC_1.05.01.02_1304_361-363,WIC,Geertruijt Galeij,Marten Steencroes,HdH,1723,1723-07-08,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",HdH,1724,1724-06-05,"NA",Arguin,"NA",Arguin,Mauritania,"NA","NA",14.00,ps,"NA",N Halmael (?),"NA","NA",perpetuanen,Brede blauwe,blue,"NA","NA","NA","NA","NA","NA",broad,"NA","21066,11,0","21066,11,0",guilders,119,0,0,guilders,"NA",8.5,0,0,guilders,"NA",Price per piece,HdH 21070,"NA",119
1000034,WIC_1.05.01.02_1304_196-199,WIC,Phenix,Jacob Wallee,HdH,1722,1722-10-22,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1723,1723-1-13,"NA",Elmina,Guinea,Elmina,Ghana,"NA","NA",816.00,ps,14,Kamer Amsterdam,"NA","NA",perpetuanen,kleyne groene perpetuaene,green,"NA","NA","NA","NA","NA","NA",small,"NA","57000,0,0","97000,0,0",guilders,3672,0,0,guilders,"NA",4.5,0,0,guilders,"NA",price per piece,"NA","NA",3672
11041,WIC_1.05.01.02_1303_249-250,WIC,Leusden,Pieter Raas,arch,1721,1721-12-21,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1722,"NA",n,Ardra,"NA",Allada,Benin,"NA","NA",208.00,ps,"NA",Jan Bakhuysen,"NA","NA",servietten,servietten met ruitico (diamonds?),"NA","NA",diamonds,"NA","NA","NA","NA","NA","NA","29862,9,0","78510, 15, 0",guilders,525,12,0,guilders,"NA",0,51,0,guilders,"NA",Does ruitico mean diamonds?,"NA","NA",525.6
11205,WIC_1.05.01.02_1302_239-241,WIC,Duijnvliet,Cent Rijckx,hdh/js,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Angola,"NA",Luanda,Angola,"NA","NA",64.00,ps,"NA",Joseph de Moor,"NA","NA",saai,"""blauwe assuin""",blue,"NA","NA","NA","NA","NA","NA","NA","NA","30000,0,0","30000,0,0",guilders,1008,0,0,guilders,"NA",15.75,0,0,guilders,"403 pounds of blue and white coral follows this enrty--also from Jacob de Moor, which is interesting.","NA","NA","NA",1008
11140,WIC_1.05.01.02_1302_220-221,WIC,Vrijhijt,Stoffes Buttes,hdh/jp,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",1440.00,ps,14,"Simpson en Hinderson, Eelbo en Charon","NA","NA",perpetuanen,"""blauweâ€¦met verven en persen""",blue,"NA","NA","NA","NA","NA","NA","NA","NA","27454,6,0","54512,8,0",guilders,6480,0,0,guilders,"NA",4,10,0,guilders,calculated by each individual color,"NA","NA","NA",6480
